Hospital Name,QuVa Customer,Definitive ID,Final Tier,Beds,IDN,IDN Final Tier,Definitive IDN ID,City,State,Zip Code,GPO Affiliations,Zip_Code,Longitude,Latitude
Ascension Wamego Health Center (FKA Wamego City Hospital),False,1600,D,23.0,Ascension Via Christi Health,D,7084,WAMEGO,KS,66547,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),66547,-96.3153,39.21
University of Kansas Health System St Francis Campus (FKA St Francis Health St Francis Health Center),False,1619,B,255.0,University of Kansas Health System,B,574851,TOPEKA,KS,66606,"Vizient, McKesson Pharmaceutical",66606,-95.7095,39.0583
Kansas Rehabilitation Hospital,False,6428,C,57.0,Encompass Health Corporation (FKA HealthSouth),B,7277,TOPEKA,KS,66606,Vizient,66606,-95.7095,39.0583
Neosho Memorial Regional Medical Center,False,1592,D,22.0,,,-1,CHANUTE,KS,66720,HealthTrust Purchasing Group (HPG),66720,-95.45700000000001,37.6749
Mercy Hospital - Columbus (FKA Mercy Maude Norton Hospital and St Johns Maude Norton Memorial Hospital),False,6221,D,10.0,Mercy (MO),B,7027,COLUMBUS,KS,66725,Resource Optimization and Innovation (ROi),66725,-94.8899,37.1699
Fredonia Regional Hospital,False,1629,D,34.0,Great Plains Health Alliance (GPHA),D,846981,FREDONIA,KS,66736,Vizient,66736,-95.7484,37.5717
Premier Surgical Institute,False,776981,C,36.0,,,-1,GALENA,KS,66739,Intalere (FKA: Amerinet),66739,-94.6557,37.0632
Girard Medical Center,False,1537,C,33.0,,,-1,GIRARD,KS,66743,Vizient,66743,-94.8569,37.5091
Allen County Hospital,False,1517,D,25.0,HCA Mid America Division (AKA HCA Midwest Health),C,575965,IOLA,KS,66749,HealthTrust Purchasing Group (HPG),66749,-95.4,37.9245
Wilson Medical Center,False,1628,D,15.0,,,-1,NEODESHA,KS,66757,"HealthTrust Purchasing Group (HPG), Cardinal Health",66757,-95.6765,37.4257
Morris County Hospital,False,1588,D,25.0,,,-1,COUNCIL GROVE,KS,66846,Vizient,66846,-96.5469,38.6959
St Luke Hospital & Living Center,False,1581,D,10.0,,,-1,MARION,KS,66861,HealthTrust Purchasing Group (HPG),66861,-97.0204,38.3554
Cloud County Health Center,False,1532,D,22.0,,,-1,CONCORDIA,KS,66901,Vizient,66901,-97.6568,39.5516
Republic County Hospital,False,1604,C,63.0,Great Plains Health Alliance (GPHA),D,846981,BELLEVILLE,KS,66935,Vizient,66935,-97.62899999999999,39.8241
Hanover Hospital,False,5417,D,25.0,,,-1,HANOVER,KS,66945,"Private Practice Associates (PPA), Vizient",66945,-96.8689,39.8927
Jewell County Hospital,False,1560,D,24.0,Great Plains Health Alliance (GPHA),D,846981,MANKATO,KS,66956,Vizient,66956,-98.2152,39.7833
Smith County Memorial Hospital,False,1623,D,16.0,Great Plains Health Alliance (GPHA),D,846981,SMITH CENTER,KS,66967,Vizient,66967,-98.7842,39.8042
Washington County Hospital,False,1626,D,25.0,,,-1,WASHINGTON,KS,66968,"Private Practice Associates (PPA), Intalere (FKA: Amerinet)",66968,-97.0484,39.8223
Kansas Medical Center LLC,False,1526,B,56.0,,,-1,ANDOVER,KS,67002,Vizient,67002,-97.1179,37.6985
Anthony Medical Center,False,5124,D,25.0,,,-1,ANTHONY,KS,67003,Vizient,67003,-98.0285,37.1512
South Central Kansas Regional Medical Center,False,1535,C,37.0,,,-1,ARKANSAS CITY,KS,67005,Vizient,67005,-97.0357,37.0676
Sumner County Hospital District,False,6277,D,25.0,,,-1,CALDWELL,KS,67022,,67022,-97.6247,37.0452
Comanche County Hospital,False,1534,D,12.0,Great Plains Health Alliance (GPHA),D,846981,COLDWATER,KS,67029,Vizient,67029,-99.3115,37.2479
Susan B Allen Memorial Hospital,False,1527,C,53.0,,,-1,EL DORADO,KS,67042,"Intalere (FKA: Amerinet), Vizient",67042,-96.8543,37.8226
Greenwood County Hospital,False,1553,D,25.0,Great Plains Health Alliance (GPHA),D,846981,EUREKA,KS,67045,"Intalere (FKA: Amerinet), Vizient",67045,-96.2959,37.8265
Kiowa County Memorial Hospital,False,6372,D,15.0,Great Plains Health Alliance (GPHA),D,846981,GREENSBURG,KS,67054,"Intalere (FKA: Amerinet), Vizient",67054,-99.3011,37.6084
Harper Hospital District No 6 (FKA Harper Hospital District No 5),False,1555,D,25.0,,,-1,HARPER,KS,67058,,67058,-98.01799999999999,37.2909
Hillsboro Community Hospital,False,1582,D,15.0,HMC/CAH Consolidated (Rural Community Hospitals of America),D,581751,HILLSBORO,KS,67063,Vizient,67063,-97.2122,38.3449
Kingman Community Hospital,False,1571,D,25.0,,,-1,KINGMAN,KS,67068,Vizient,67068,-98.1304,37.5964
Kiowa District Hospital,False,1520,D,10.0,,,-1,KIOWA,KS,67070,"Vizient, FirstChoice Cooperative",67070,-98.4859,37.0172
Medicine Lodge Memorial Hospital,False,5430,D,22.0,Great Plains Health Alliance (GPHA),D,846981,MEDICINE LODGE,KS,67104,Vizient,67104,-98.5848,37.2845
Mercy Hospital,False,1579,D,21.0,,,-1,MOUNDRIDGE,KS,67107,Vizient,67107,-97.5088,38.205999999999996
Newton Medical Center,False,1556,D,97.0,,,-1,NEWTON,KS,67114,,67114,-97.3435,38.0451
Prairie View,False,5835,C,60.0,,,-1,NEWTON,KS,67114,"Provista, Vizient",67114,-97.3435,38.0451
Pratt Regional Medical Center,False,1601,C,81.0,,,-1,PRATT,KS,67124,Vizient,67124,-98.73,37.6502
Sumner Regional Medical Center - Wellington,False,1624,C,61.0,,,-1,WELLINGTON,KS,67152,Intalere (FKA: Amerinet),67152,-97.391,37.2778
William Newton Hospital,False,1536,D,21.0,,,-1,WINFIELD,KS,67156,"Intalere (FKA: Amerinet), Vizient",67156,-96.98,37.2416
Ascension Via Christi Hospital St Francis - Wichita,True,1611,C,658.0,Ascension Via Christi Health,D,7084,WICHITA,KS,67214,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),67214,-97.3133,37.7051
Wesley Medical Center,False,1612,D,551.0,Wesley Healthcare (HCA Continental Division),D,560474,WICHITA,KS,67214,HealthTrust Purchasing Group (HPG),67214,-97.3133,37.7051
Select Specialty Hospital - Wichita,False,6309,D,48.0,Select Medical Corporation,B,7013,WICHITA,KS,67214,Vizient,67214,-97.3133,37.7051
Wesley Childrens Hospital,False,843012,D,156.0,Wesley Healthcare (HCA Continental Division),D,560474,WICHITA,KS,67214,,67214,-97.3133,37.7051
Kansas Heart Hospital,False,1616,D,46.0,,,-1,WICHITA,KS,67226,,67226,-97.2479,37.7379
Kansas Spine Hospital LLC,False,1614,C,36.0,,,-1,WICHITA,KS,67226,"Intalere (FKA: Amerinet), Vizient",67226,-97.2479,37.7379
Kansas Surgery & Recovery Center,False,1617,D,24.0,,,-1,WICHITA,KS,67226,,67226,-97.2479,37.7379
Ascension Via Christi Hospital - St Teresa,True,274333,D,57.0,Ascension Via Christi Health,D,7084,WICHITA,KS,67235,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),67235,-97.499,37.7149
Coffeyville Regional Medical Center,False,1587,D,67.0,,,-1,COFFEYVILLE,KS,67337,HealthTrust Purchasing Group (HPG),67337,-95.6328,37.0441
Oswego Community Hospital,False,1572,D,12.0,HMC/CAH Consolidated (Rural Community Hospitals of America),D,581751,OSWEGO,KS,67356,Vizient,67356,-95.1335,37.1823
Labette Health,False,1573,C,53.0,,,-1,PARSONS,KS,67357,"Intalere (FKA: Amerinet), Magnet Group, Vizient",67357,-95.2693,37.3389
Parsons State Hospital And Training Center,False,550803,D,156.0,Kansas Department of Aging and Disabilities (AKA Kansas Department of Social and Rehabilitation Services),D,7082,PARSONS,KS,67357,,67357,-95.2693,37.3389
Sedan City Hospital,False,1528,D,17.0,St John Health System (FKA Marian Health System),D,541931,SEDAN,KS,67361,"Vizient, The Resource Group (AKA Resource & Supply Management Group - Ascension Health)",67361,-96.1732,37.1297
Salina Surgical Hospital,False,1608,C,15.0,,,-1,SALINA,KS,67401,Vizient,67401,-97.6421,38.8237
Salina Regional Health Center,False,1609,C,156.0,,,-1,SALINA,KS,67401,Vizient,67401,-97.6421,38.8237
Memorial Hospital,False,1540,C,104.0,,,-1,ABILENE,KS,67410,Vizient,67410,-97.2063,38.9371
Clay County Medical Center,False,1531,D,19.0,,,-1,CLAY CENTER,KS,67432,Vizient,67432,-97.1278,39.3844
Ellsworth County Medical Center,False,1544,D,19.0,Great Plains Health Alliance (GPHA),D,846981,ELLSWORTH,KS,67439,Vizient,67439,-98.2057,38.7312
Herington Municipal Hospital,False,1539,D,25.0,Great Plains Health Alliance (GPHA),D,846981,HERINGTON,KS,67449,"Vizient, Cardinal Health",67449,-96.8941,38.6767
Lincoln County Hospital,False,5327,D,10.0,,,-1,LINCOLN,KS,67455,Vizient,67455,-98.2149,39.1027
Lindsborg Community Hospital,False,1580,D,23.0,,,-1,LINDSBORG,KS,67456,Vizient,67456,-97.6739,38.5761
McPherson Hospital,False,1578,D,34.0,,,-1,MCPHERSON,KS,67460,,67460,-97.6702,38.3763
Ottawa County Health Center,False,1597,D,25.0,Great Plains Health Alliance (GPHA),D,846981,MINNEAPOLIS,KS,67467,Vizient,67467,-97.6688,39.1295
Osborne County Memorial Hospital,False,1596,D,24.0,Great Plains Health Alliance (GPHA),D,846981,OSBORNE,KS,67473,Vizient,67473,-98.6961,39.4194
Hutchinson Regional Medical Center (AKA: Promise Regional Medical Center Hutchinson),False,1602,D,170.0,,,-1,HUTCHINSON,KS,67502,,67502,-97.8937,38.1156
Summit Surgical Hospital,False,1603,D,10.0,,,-1,HUTCHINSON,KS,67502,,67502,-97.8937,38.1156
Ellinwood District Hospital,False,5425,D,25.0,Great Plains Health Alliance (GPHA),D,846981,ELLINWOOD,KS,67526,Vizient,67526,-98.5849,38.3565
Great Bend Regional Hospital,False,1522,C,33.0,,,-1,GREAT BEND,KS,67530,Vizient,67530,-98.7751,38.3936
Clara Barton Hospital,False,1521,D,18.0,,,-1,HOISINGTON,KS,67544,"Intalere (FKA: Amerinet), Vizient",67544,-98.7565,38.4789
Edwards County Hospital,False,1542,D,22.0,,,-1,KINSLEY,KS,67547,,67547,-99.4116,37.9247
Rush County Memorial Hospital,False,6438,D,16.0,,,-1,LA CROSSE,KS,67548,Vizient,67548,-99.3097,38.5311
Pawnee Valley Community Hospital,False,6373,D,18.0,Hays Medical Center Health System,C,542201,LARNED,KS,67550,"Vizient, McKesson Pharmaceutical",67550,-99.101,38.1946
Larned State Hospital,False,5013,D,99.0,Kansas Department of Aging and Disabilities (AKA Kansas Department of Social and Rehabilitation Services),D,7082,LARNED,KS,67550,,67550,-99.101,38.1946
Rice County District Hospital,False,5646,D,25.0,,,-1,LYONS,KS,67554,HealthTrust Purchasing Group (HPG),67554,-98.1831,38.3349
Ness County Hospital,False,1593,D,20.0,,,-1,NESS CITY,KS,67560,"Intalere (FKA: Amerinet), Vizient",67560,-99.9029,38.4388
Grisell Memorial Hospital,False,1594,D,12.0,Great Plains Health Alliance (GPHA),D,846981,RANSOM,KS,67572,Vizient,67572,-99.9267,38.64
Stafford County Hospital,False,5315,D,25.0,,,-1,STAFFORD,KS,67578,Vizient,67578,-98.5929,37.9554
Hays Medical Center,False,1543,B,140.0,Hays Medical Center Health System,C,542201,HAYS,KS,67601,"Vizient, McKesson Pharmaceutical",67601,-99.3348,38.8782
KVC Wheatland Hospital (FKA: Hays Wheatland Psychiatric Hospital),False,577672,C,156.0,KVC Kansas Health System,D,577670,HAYS,KS,67601,Intalere (FKA: Amerinet),67601,-99.3348,38.8782
Graham County Hospital,False,1550,D,20.0,,,-1,HILL CITY,KS,67642,"Intalere (FKA: Amerinet), Vizient, AmerisourceBergen",67642,-99.8429,39.3566
Norton County Hospital,False,1595,D,25.0,,,-1,NORTON,KS,67654,"Intalere (FKA: Amerinet), Vizient",67654,-99.8878,39.8407
Phillips County Hospital,False,1598,D,25.0,Great Plains Health Alliance (GPHA),D,846981,PHILLIPSBURG,KS,67661,Vizient,67661,-99.3328,39.7623
Russell Regional Hospital,False,1607,D,20.0,,,-1,RUSSELL,KS,67665,"Intalere (FKA: Amerinet), Vizient, AmerisourceBergen",67665,-98.8595,38.8806
Trego County Lemke Memorial Hospital,False,1625,D,25.0,Great Plains Health Alliance (GPHA),D,846981,WAKEENEY,KS,67672,"Premier Inc, Vizient",67672,-99.8796,39.025
Rawlins County Health Center,False,6152,D,15.0,Great Plains Health Alliance (GPHA),D,846981,ATWOOD,KS,67730,Vizient,67730,-101.0318,39.7926
Goodland Regional Medical Center,False,1622,D,21.0,,,-1,GOODLAND,KS,67735,Vizient,67735,-101.7164,39.3491
Sheridan County Hospital,False,1621,D,18.0,,,-1,HOXIE,KS,67740,Vizient,67740,-100.4758,39.3322
Logan County Hospital,False,5582,D,25.0,,,-1,OAKLEY,KS,67748,"HealthTrust Purchasing Group (HPG), AmerisourceBergen",67748,-100.85799999999999,39.1121
Decatur County Hospital (AKA Decatur Health Systems),False,5429,D,21.0,,,-1,OBERLIN,KS,67749,Premier Inc,67749,-100.5314,39.8275
Gove County Medical Center,False,1549,D,21.0,,,-1,QUINTER,KS,67752,Vizient,67752,-100.2337,39.0363
Cheyenne County Hospital,False,1529,D,16.0,Great Plains Health Alliance (GPHA),D,846981,SAINT FRANCIS,KS,67756,"Vizient, AmerisourceBergen",67756,-101.9093,39.6804
Western Plains Medical Complex,False,1546,D,60.0,LifePoint Health (FKA: LifePoint Hospitals),B,7004,DODGE CITY,KS,67801,HealthTrust Purchasing Group (HPG),67801,-100.0241,37.7569
Ashland Health Center,False,1530,D,25.0,Great Plains Health Alliance (GPHA),D,846981,ASHLAND,KS,67831,Vizient,67831,-99.759,37.1823
St Catherine Hospital,False,1545,D,100.0,Centura Health,C,274122,GARDEN CITY,KS,67846,HealthTrust Purchasing Group (HPG),67846,-100.8621,37.9769
Hodgeman County Health Center,False,1557,D,13.0,,,-1,JETMORE,KS,67854,Vizient,67854,-99.9327,38.0738
Stanton County Hospital,False,5694,D,16.0,,,-1,JOHNSON,KS,67855,HealthTrust Purchasing Group (HPG),67855,-101.7194,37.5694
Kearny County Hospital,False,1570,D,25.0,,,-1,LAKIN,KS,67860,Vizient,67860,-101.2713,37.9382
Wichita County Health Center,False,1627,D,25.0,Great Plains Health Alliance (GPHA),D,846981,LEOTI,KS,67861,Vizient,67861,-101.3589,38.4987
Artesian Valley Health System (AVHS) (FKA Meade District Hospital),False,1583,D,20.0,,,-1,MEADE,KS,67864,Vizient,67864,-100.3364,37.2821
Minneola District Hospital,False,6380,D,18.0,Great Plains Health Alliance (GPHA),D,846981,MINNEOLA,KS,67865,Vizient,67865,-100.0088,37.4425
Satanta District Hospital,False,6059,D,13.0,Great Plains Health Alliance (GPHA),D,846981,SATANTA,KS,67870,Vizient,67870,-100.9691,37.4409
Scott County Hospital,False,1610,D,25.0,,,-1,SCOTT CITY,KS,67871,Vizient,67871,-100.9064,38.4823
Hamilton County Hospital,False,1554,D,25.0,,,-1,SYRACUSE,KS,67878,,67878,-101.7687,37.9826
Greeley County Health Services,False,1552,D,18.0,,,-1,TRIBUNE,KS,67879,HealthTrust Purchasing Group (HPG),67879,-101.7656,38.4962
Bob Wilson Memorial Grant County Hospital,False,1551,D,22.0,Centura Health,C,274122,ULYSSES,KS,67880,HealthTrust Purchasing Group (HPG),67880,-101.3488,37.5792
Southwest Medical Center,False,1618,D,86.0,,,-1,LIBERAL,KS,67901,HealthTrust Purchasing Group (HPG),67901,-100.9286,37.0438
Morton County Hospital,False,1589,D,26.0,Catholic Health Initiatives (CHI),D,4703,ELKHART,KS,67950,HealthTrust Purchasing Group (HPG),67950,-101.9012,37.0154
Stevens County Hospital,False,5234,D,17.0,,,-1,HUGOTON,KS,67951,HealthTrust Purchasing Group (HPG),67951,-101.3346,37.1682
Memorial Community Hospital,False,2579,D,21.0,,,-1,BLAIR,NE,68008,,68008,-96.1617,41.5454
Oakland Mercy Hospital,False,2505,D,16.0,Mercy Health Network (IA),C,274198,OAKLAND,NE,68045,HealthTrust Purchasing Group (HPG),68045,-96.4671,41.8384
CHI Health Midlands (FKA Alegent Health Midlands Hospital),False,2570,D,40.0,CHI Health (FKA Alegent Creighton Health),C,274055,PAPILLION,NE,68046,HealthTrust Purchasing Group (HPG),68046,-96.0371,41.1523
Saunders Medical Center,False,2571,C,76.0,,,-1,WAHOO,NE,68066,Premier Inc,68066,-96.6219,41.2117
Midwest Surgical Hospital Llc,False,2526,C,19.0,,,-1,OMAHA,NE,68114,Vizient,68114,-96.0493,41.2656
Childrens Hospital & Medical Center,False,2528,B,140.0,Nebraska Medicine,B,842992,OMAHA,NE,68114,Vizient,68114,-96.0493,41.2656
Nebraska Methodist Hospital,False,2521,C,156.0,Nebraska Methodist Health System,D,542164,OMAHA,NE,68114,Vizient,68114,-96.0493,41.2656
Nebraska Spine Hospital,False,552489,D,34.0,,,-1,OMAHA,NE,68122,HealthTrust Purchasing Group (HPG),68122,-96.0458,41.3333
CHI Health Immanuel (FKA Alegent Health Immanuel Medical Center),False,2519,D,219.0,CHI Health (FKA Alegent Creighton Health),C,274055,OMAHA,NE,68122,HealthTrust Purchasing Group (HPG),68122,-96.0458,41.3333
Nebraska Medicine - Bellevue,False,274213,C,57.0,Nebraska Medicine,B,842992,BELLEVUE,NE,68123,Vizient,68123,-95.9393,41.1156
CHI Health Bergan Mercy (FKA Alegent Health Bergan Mercy Medical Center),False,2522,D,454.0,CHI Health (FKA Alegent Creighton Health),C,274055,OMAHA,NE,68124,HealthTrust Purchasing Group (HPG),68124,-96.0495,41.2338
Select Specialty Hospital - Omaha,False,6076,D,52.0,Select Medical Corporation,B,7013,OMAHA,NE,68124,Vizient,68124,-96.0495,41.2338
CHI Health Lakeside (FKA Alegent Health Lakeside Hospital),False,2525,D,108.0,CHI Health (FKA Alegent Creighton Health),C,274055,OMAHA,NE,68130,HealthTrust Purchasing Group (HPG),68130,-96.1688,41.2355
Boys Town National Research Hospital - Downtown,False,5806,B,61.0,Boys Town National Research Hospital,C,794551,OMAHA,NE,68131,"Premier Inc, Vizient",68131,-95.9639,41.2647
Lasting Hospital Recovery Center,False,833138,D,156.0,Catholic Health Initiatives (CHI),D,4703,OMAHA,NE,68131,,68131,-95.9639,41.2647
OrthoNebraska Hospital (FKA Nebraska Orthopaedic Hospital),False,2524,C,24.0,,,-1,OMAHA,NE,68144,"Provista, Vizient",68144,-96.1188,41.2335
Nemaha County Hospital,False,2554,D,16.0,,,-1,AUBURN,NE,68305,Premier Inc,68305,-95.8526,40.3789
Crete Area Medical Center,False,2569,D,24.0,Bryan Health,A,4701,CRETE,NE,68333,Vizient,68333,-96.9567,40.6193
Jefferson Community Health & Life,False,2541,C,57.0,,,-1,FAIRBURY,NE,68352,Premier Inc,68352,-97.1839,40.1488
Community Medical Center,False,2566,D,24.0,,,-1,FALLS CITY,NE,68355,Vizient,68355,-95.5931,40.0742
Friend Community Healthcare System (FKA: Warren Memorial Hospital),False,2568,D,12.0,,,-1,FRIEND,NE,68359,Premier Inc,68359,-97.2739,40.6368
Fillmore County Hospital,False,2530,D,30.0,,,-1,GENEVA,NE,68361,Premier Inc,68361,-97.6096,40.5277
Thayer County Health Services,False,2575,D,19.0,,,-1,HEBRON,NE,68370,Premier Inc,68370,-97.6052,40.1728
Henderson Health Care Services,False,2582,D,13.0,,,-1,HENDERSON,NE,68371,"Private Practice Associates (PPA), Premier Inc",68371,-97.7979,40.7814
CHI Health St Marys (FKA St Marys Community Hospital),False,2557,D,18.0,CHI Health (FKA Alegent Creighton Health),C,274055,NEBRASKA CITY,NE,68410,HealthTrust Purchasing Group (HPG),68410,-95.8619,40.6747
Pawnee County Memorial Hospital,False,2558,D,17.0,,,-1,PAWNEE CITY,NE,68420,Premier Inc,68420,-96.1509,40.1093
Memorial Health Care Systems,False,2573,D,24.0,,,-1,SEWARD,NE,68434,,68434,-97.0966,40.9066
Community Memorial Hospital,False,2556,D,18.0,,,-1,SYRACUSE,NE,68446,Premier Inc,68446,-96.1824,40.6614
Johnson County Hospital,False,2542,D,18.0,,,-1,TECUMSEH,NE,68450,,68450,-96.205,40.3697
York General Hospital,False,2583,C,154.0,,,-1,YORK,NE,68467,Vizient,68467,-97.5825,40.8667
Bryan Medical Center - East,False,2550,A,551.0,Bryan Health,A,4701,LINCOLN,NE,68506,Vizient,68506,-96.6431,40.7848
Lincoln Surgical Hospital,False,2547,C,21.0,,,-1,LINCOLN,NE,68506,Premier Inc,68506,-96.6431,40.7848
Madonna Rehabilitation Hospital - LTCH,False,5885,D,86.0,Madonna Rehabilitation Hospital System,D,560453,LINCOLN,NE,68506,Vizient,68506,-96.6431,40.7848
Madonna Rehabilitation Hospital - IRF,False,560454,C,147.0,Madonna Rehabilitation Hospital System,D,560453,LINCOLN,NE,68506,Vizient,68506,-96.6431,40.7848
CHI Health St Elizabeth (FKA St Elizabeth Regional Medical Center),False,2549,D,260.0,CHI Health (FKA Alegent Creighton Health),C,274055,LINCOLN,NE,68510,HealthTrust Purchasing Group (HPG),68510,-96.6545,40.8063
CHI Health Nebraska Heart (FKA Nebraska Heart Hospital),False,2548,D,54.0,CHI Health (FKA Alegent Creighton Health),C,274055,LINCOLN,NE,68526,HealthTrust Purchasing Group (HPG),68526,-96.5878,40.7314
Columbus Community Hospital,False,2563,C,47.0,,,-1,COLUMBUS,NE,68601,"Magnet Group, Vizient",68601,-97.3684,41.4297
Boone County Health Center,False,2500,D,25.0,,,-1,ALBION,NE,68620,,68620,-97.9991,41.7049
Butler County Health Care Center,False,2506,D,20.0,,,-1,DAVID CITY,NE,68632,Premier Inc,68632,-97.13,41.2528
Genoa Community Hospital,False,6116,D,17.0,,,-1,GENOA,NE,68640,Premier Inc,68640,-97.764,41.4468
Annie Jeffrey Memorial County Health Center,False,2564,D,16.0,,,-1,OSCEOLA,NE,68651,Premier Inc,68651,-97.5571,41.1966
CHI Health Schuyler (FKA Alegent Health Memorial Hospital),False,2510,D,25.0,CHI Health (FKA Alegent Creighton Health),C,274055,SCHUYLER,NE,68661,HealthTrust Purchasing Group (HPG),68661,-97.0628,41.4591
West Holt Memorial Hospital,False,2539,D,17.0,Sanford Health,A,4754,ATKINSON,NE,68713,Vizient,68713,-98.9761,42.5483
Rock County Hospital,False,2567,D,24.0,,,-1,BASSETT,NE,68714,Premier Inc,68714,-99.5387,42.5763
Avera Creighton Hospital,False,2546,C,70.0,Avera Health,B,7000,CREIGHTON,NE,68729,Premier Inc,68729,-97.8932,42.4681
Niobrara Valley Hospital,False,2502,D,20.0,,,-1,LYNCH,NE,68746,Vizient,68746,-98.4504,42.8373
Antelope Memorial Hospital,False,2499,D,18.0,,,-1,NELIGH,NE,68756,Vizient,68756,-98.0151,42.1389
Avera St Anthonys Hospital,False,2538,D,25.0,Avera Health,B,7000,ONEILL,NE,68763,"Vizient, Premier Inc",68763,-98.6456,42.4857
Osmond General Hospital,False,2562,D,20.0,,,-1,OSMOND,NE,68765,"Vizient, Premier Inc",68765,-97.58200000000001,42.3539
CHI Health Plainview (FKA Alegent Health Plainview Public Hospital),False,2561,D,15.0,CHI Health (FKA Alegent Creighton Health),C,274055,PLAINVIEW,NE,68769,HealthTrust Purchasing Group (HPG),68769,-97.7786,42.3467
Providence Medical Center,False,2580,D,25.0,,,-1,WAYNE,NE,68787,Premier Inc,68787,-97.0186,42.2304
St Francis Memorial Hospital,False,2511,D,25.0,,,-1,WEST POINT,NE,68788,Premier Inc,68788,-96.7318,41.845
CHI Health St Francis (FKA St Francis Medical Center),False,2535,D,190.0,CHI Health (FKA Alegent Creighton Health),C,274055,GRAND ISLAND,NE,68803,HealthTrust Purchasing Group (HPG),68803,-98.3873,40.9286
Memorial Community Health,False,2536,D,14.0,,,-1,AURORA,NE,68818,Premier Inc,68818,-98.0201,40.8528
Jennie M Melham Memorial Medical Center,False,2513,D,23.0,,,-1,BROKEN BOW,NE,68822,Vizient,68822,-99.6355,41.4126
Merrick Medical Center (FKA Litzenberg Memorial County Hospital),False,2553,D,20.0,Bryan Health,A,4701,CENTRAL CITY,NE,68826,"Premier Inc, Vizient",68826,-98.0017,41.1213
Kearney Regional Medical Center,False,800693,B,84.0,,,-1,KEARNEY,NE,68845,Premier Inc,68845,-99.1291,40.7514
Lexington Regional Health Center,False,2515,D,25.0,,,-1,LEXINGTON,NE,68850,"Vizient, Cardinal Health",68850,-99.7515,40.785
Valley County Hospital (AKA: Valley County Health System),False,2578,D,16.0,,,-1,ORD,NE,68862,Vizient,68862,-98.9418,41.5962
Howard County Medical Center,False,2540,D,16.0,,,-1,SAINT PAUL,NE,68873,Premier Inc,68873,-98.444,41.2242
Mary Lanning Memorial Hospital,False,2497,C,132.0,,,-1,HASTINGS,NE,68901,Vizient,68901,-98.3911,40.5877
Franklin County Memorial Hospital,False,2531,D,14.0,,,-1,FRANKLIN,NE,68939,Vizient,68939,-98.9469,40.1052
Phelps Memorial Health Center,False,2560,D,25.0,,,-1,HOLDREGE,NE,68949,HealthTrust Purchasing Group (HPG),68949,-99.3672,40.4475
Kearney County Health Services Hospital,False,2543,D,10.0,,,-1,MINDEN,NE,68959,Vizient,68959,-98.9383,40.5091
Webster County Community Hospital,False,2581,D,13.0,,,-1,RED CLOUD,NE,68970,Premier Inc,68970,-98.5187,40.0952
Community Hospital,False,2565,D,25.0,Community Hospital Corporation (CHC),C,550021,MC COOK,NE,69001,HealthTrust Purchasing Group (HPG),69001,-100.6279,40.2049
Dundy County Hospital,False,2529,D,14.0,,,-1,BENKELMAN,NE,69021,Resource Optimization and Innovation (ROi),69021,-101.5344,40.098
Tri Valley Health Center,False,2532,D,20.0,,,-1,CAMBRIDGE,NE,69022,Vizient,69022,-100.1676,40.2808
Chase County Community Hospital,False,2507,D,22.0,,,-1,IMPERIAL,NE,69033,Premier Inc,69033,-101.6468,40.5251
Great Plains Health (AKA Great Plains Regional Medical Center),False,2551,D,116.0,Community Hospital Corporation (CHC),C,550021,NORTH PLATTE,NE,69101,HealthTrust Purchasing Group (HPG),69101,-100.7746,41.1326
Cozad Community Hospital,False,2516,D,20.0,,,-1,COZAD,NE,69130,Premier Inc,69130,-99.9921,40.8619
Gothenburg Memorial Hospital,False,2517,D,12.0,,,-1,GOTHENBURG,NE,69138,Premier Inc,69138,-100.1547,40.94
Perkins County Health Services,False,2559,D,20.0,,,-1,GRANT,NE,69140,Premier Inc,69140,-101.7196,40.8511
Kimball Health Services,False,2545,D,15.0,,,-1,KIMBALL,NE,69145,Premier Inc,69145,-103.6602,41.2321
Ogallala Community Hospital,False,2544,D,18.0,Banner Health,A,4732,OGALLALA,NE,69153,Premier Inc,69153,-101.7107,41.1275
Regional West Garden County (FKA Garden County Health Services),False,2534,D,10.0,,,-1,OSHKOSH,NE,69154,"Vizient, Cardinal Health",69154,-102.3444,41.405
Sidney Regional Medical Center (FKA Memorial Health Center),False,2509,D,80.0,,,-1,SIDNEY,NE,69162,HealthTrust Purchasing Group (HPG),69162,-102.9856,41.138000000000005
Cherry County Hospital,False,2508,D,25.0,,,-1,VALENTINE,NE,69201,,69201,-100.6215,42.8062
Brown County Hospital,False,2503,D,23.0,,,-1,AINSWORTH,NE,69210,Premier Inc,69210,-99.8615,42.5403
Box Butte General Hospital,False,2501,D,25.0,,,-1,ALLIANCE,NE,69301,Vizient,69301,-102.88799999999999,42.1149
Morrill County Community Hospital,False,5751,D,20.0,,,-1,BRIDGEPORT,NE,69336,Vizient,69336,-103.0701,41.6766
Chadron Community Hospital And Health Services,False,2514,D,25.0,,,-1,CHADRON,NE,69337,"Premier Inc, Provista, Vizient",69337,-102.9953,42.8193
Gordon Memorial Hospital District,False,2574,D,25.0,,,-1,GORDON,NE,69343,Vizient,69343,-102.2049,42.8068
