NAME,LATITUDE,LONGITUDE,CITY,STATE
LAFAYETTE BEHAVIORAL HEALTH UNIT,30.21992409,-92.05724484,LAFAYETTE,LA
UNIVERSITY MEDICAL CENTER,30.21716081,-92.04625372,LAFAYETTE,LA
OCHSNER MEDICAL CENTER-WEST BANK,29.88431261,-90.02760604,GRETNA,LA
CHILDREN'S HOSPITAL,29.91786419,-90.12739626,NEW ORLEANS,LA
LSU MEDICAL CENTER,29.95665882,-90.08500462,NEW ORLEANS,LA
OCHSNER BAPTIST MEDICAL CENTER,29.93763159,-90.10393385,NEW ORLEANS,LA
TOURO INFIRMARY,29.9257768,-90.09215275,NEW ORLEANS,LA
ST. ELIZABETH HOSPITAL,30.20975616,-90.93174138,GONZALES,LA
ASSUMPTION COMMUNITY HOSPITAL,29.95960639,-91.03914356,NAPOLEONVILLE,LA
ST. FRANCIS MEDICAL CENTER,32.50003774,-92.11401232,MONROE,LA
ST. FRANCIS MEDICAL CENTER (NORTH CAMPUS),32.57880929,-92.07036476,MONROE,LA
CHRISTUS ST. FRANCES CABRINI HOSPITAL,31.28308443,-92.46145816,ALEXANDRIA,LA
KENT HOSPITAL,41.70524809,-71.47823584,WARWICK,RI
MEMORIAL HOSPITAL OF RHODE ISLAND,41.869922,-71.37645645,PAWTUCKET,RI
LANDMARK MEDICAL CENTER,42.0046119,-71.49580333,WOONSOCKET,RI
WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND,41.81087733,-71.41220076,PROVIDENCE,RI
THE MIRIAM HOSPITAL,41.85206819,-71.39812349,PROVIDENCE,RI
RHODE ISLAND HOSPITAL,41.81188108,-71.40912926,PROVIDENCE,RI
EMMA PENDLETON BRADLEY HOSPITAL,41.7924481,-71.3672704,EAST PROVIDENCE,RI
SAINT JOSEPH HEALTH SERVICES OF RHODE ISLAND,41.8068937,-71.4208197,PROVIDENCE,RI
BUTLER HOSPITAL,41.84264726,-71.3800855,PROVIDENCE,RI
HASBRO CHILDRENS HOSPITAL,41.81114989,-71.40890645,PROVIDENCE,RI
OUR LADY OF FATIMA HOSPITAL,41.85529477,-71.45924048,NORTH PROVIDENCE,RI
ROGER WILLIAMS MEDICAL CENTER,41.83483869,-71.43538964,PROVIDENCE,RI
MADISON PARISH HOSPITAL,32.4035253,-91.18481717,TALLULAH,LA
NORTHERN LOUISIANA MEDICAL CENTER,32.5172927,-92.63374822,RUSTON,LA
WEST CARROLL MEMORIAL HOSPITAL,32.86829874,-91.38238199,OAK GROVE,LA
BIENVILLE MEDICAL CENTER,32.55268295,-92.91457322,ARCADIA,LA
WK BOSSIER HEALTH CENTER,32.55833027,-93.71820586,BOSSIER CITY,LA
UNION GENERAL HOSPITAL,32.78771507,-92.39229963,FARMERVILLE,LA
RIVERLAND MEDICAL CENTER,31.64697512,-91.55478516,FERRIDAY,LA
ST. HELENA PARISH HOSPITAL,30.83118705,-90.66593019,GREENSBURG,LA
SPRINGHILL MEDICAL CENTER,33.01028774,-93.4435518,SPRINGHILL,LA
NEWPORT HOSPITAL,41.49713912,-71.30604899,NEWPORT,RI
SOUTH COUNTY HOSPITAL,41.43107865,-71.4964111,WAKEFIELD,RI
THE WESTERLY HOSPITAL,41.36218908,-71.82530324,WESTERLY,RI
CHRISTUS COUSHATTA HEALTH CARE CENTER,32.02050171,-93.34384807,COUSHATTA,LA
ACADIA-ST. LANDRY HOSPITAL,30.39559563,-92.21114982,CHURCH POINT,LA
OCHSNER MEDICAL CENTER-NORTH SHORE,30.28718569,-89.74265678,SLIDELL,LA
BATON ROUGE GENERAL MEDICAL CENTER (BLUEBONNET),30.39372688,-91.09483178,BATON ROUGE,LA
BATON ROUGE GENERAL MEDICAL CENTER (MID-CITY),30.44953409,-91.15315392,BATON ROUGE,LA
OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,30.40372006,-91.10634383,BATON ROUGE,LA
WOMAN'S HOSPITAL,30.44369639,-91.09057166,BATON ROUGE,LA
CHRISTUS ST. PATRICK HOSPITAL OF LAKE CHARLES,30.21594424,-93.22791662,LAKE CHARLES,LA
LAKE CHARLES MEMORIAL HOSPITAL,30.20431873,-93.19744375,LAKE CHARLES,LA
WALTER OLIN MOSS REGIONAL MEDICAL CENTER,30.18253778,-93.20809966,LAKE CHARLES,LA
JENNINGS AMERICAN LEGION HOSPITAL,30.23944135,-92.66293514,JENNINGS,LA
ST. MARTIN HOSPITAL,30.28279209,-91.88985828,BREAUX BRIDGE,LA
CHRISTUS HEALTH - SHREVEPOR-BOSSIER,32.42522028,-93.71779167,SHREVEPORT,LA
CHRISTUS SCHUMPERT MEDICAL CENTER,32.49524353,-93.75007,SHREVEPORT,LA
SHRINERS HOSPITALS FOR CHILDREN-SHREVEPORT,32.48105508,-93.75757831,SHREVEPORT,LA
WILLIS-KNIGHTON MEDICAL CENTER,32.48441774,-93.7799172,SHREVEPORT,LA
WILLIS-KNIGHTON SOUTH & CENTER FOR WOMEN'S HEALTH,32.40470917,-93.79554888,SHREVEPORT,LA
WK PIERREMONT HEALTH CENTER,32.43197835,-93.70904236,SHREVEPORT,LA
MOUNDVIEW MEM HSPTL AND CLINICS,43.9745537,-89.8213496,FRIENDSHIP,WI
MAYO CLINIC HEALTH SYSTEM - NORTHLAND IN BARRON,45.39740962,-91.83952609,BARRON,WI
LAKEVIEW MED CENTER,45.50646122,-91.75912821,RICE LAKE,WI
BELLIN MEMORIAL HSPTL,44.50224209,-88.01128559,GREEN BAY,WI
BELLIN PSYCHIATRIC CTR,44.48431467,-88.0162551,GREEN BAY,WI
ST VINCENT HSPTL,44.50113003,-88.01234487,GREEN BAY,WI
BURNETT MED CTR,45.77495986,-92.68689511,GRANTSBURG,WI
CALUMET MEDICAL CTR,44.02537515,-88.15319092,CHILTON,WI
MAYO CLINIC HEALTH SYSTEM- CHIPPEWA VALLEY  INC,45.10167721,-91.50148325,BLOOMER,WI
OUR LADY OF VICTORY HSPTL,44.95358209,-90.91889976,STANLEY,WI
MERITER CHILD AND ADOLESCENT PSYCH HOSPITAL,43.01915337,-89.52500623,MADISON,WI
MERITER HSPTL,43.06521176,-89.40158431,MADISON,WI
ST MARYS HOSPITAL,43.05933846,-89.40142922,MADISON,WI
MEMORIAL MEDICAL CENTER - ASHLAND,46.56863847,-90.88841722,ASHLAND,WI
CUMBERLAND MEMORIAL HOSPITAL,45.53084997,-92.02858962,CUMBERLAND,WI
WAUPUN MEM HSPTL,43.63165483,-88.74562167,WAUPUN,WI
MINISTRY DOOR COUNTY MEDICAL CENTER,44.8327027,-87.35333553,STURGEON BAY,WI
ST JOSEPH HOSPITAL DBA LIBERTAS,44.53382025,-88.06358371,GREEN BAY,WI
ST MARYS HSPTL MED CTR,44.53276298,-88.06609037,GREEN BAY,WI
ST JOSEPHS HSPTL,44.9506247,-91.35982546,CHIPPEWA FALLS,WI
MERCY HOSPITAL ROGERS,36.30899285,-94.18297802,ROGERS,AR
SACRED HEART HSPTL,44.79446577,-91.51066676,EAU CLAIRE,WI
MEMORIAL MEDICAL CTR,44.55788671,-90.60787494,NEILLSVILLE,WI
COLUMBUS COM HSPTL,43.32260735,-89.03537068,COLUMBUS,WI
DIVINE SAVIOR HLTHCARE,43.56694999,-89.4665106,PORTAGE,WI
PRAIRIE DU CHIEN MEMORIAL HOSPITAL,43.04460371,-91.13768751,PRAIRIE DU CHIEN,WI
RIPON MED CTR,43.83469234,-88.83673383,RIPON,WI
UNIVERSITY OF WI HOSPITALS & CLINICS AUTHORITY,43.07658541,-89.43184714,MADISON,WI
STOUGHTON HOSPITAL,42.92022462,-89.21074435,STOUGHTON,WI
UW HLTH PARTNERS - WATERTOWN REGIONAL MEDICAL CTR,43.19909065,-88.69685246,WATERTOWN,WI
ST MARYS HSPTL SUPERIOR,46.69757315,-92.10263211,SUPERIOR,WI
MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,44.81280469,-91.51231466,EAU CLAIRE,WI
ST AGNES HSPTL,43.77757679,-88.43096365,FOND DU LAC,WI
GRANT REG HLTH CTR,42.84390755,-90.7088631,LANCASTER,WI
SOUTHWEST HEALTH CARE GEROPSYCH UNIT,42.74493367,-90.47913064,PLATTEVILLE,WI
BERLIN MEMORIAL HOSPITAL,43.97847715,-88.94122636,BERLIN,WI
SOUTHWEST HEALTH CENTER INC,42.71963122,-90.45815649,PLATTEVILLE,WI
THE MONROE CLINIC,42.60856042,-89.63462444,MONROE,WI
UPLAND HILLS HLTH,42.95132396,-90.12946277,DODGEVILLE,WI
FORT HEALTHCARE,42.93110393,-88.82797681,FORT ATKINSON,WI
BLACK RIVER MEM HSPTL,44.3032411,-90.85515144,BLACK RIVER FALLS,WI
UNITED HSPTL SYS,42.57813792,-87.81978146,KENOSHA,WI
MILE BLUFF MEDICAL CENTER INC,43.78283545,-90.07515587,MAUSTON,WI
AURORA MED CTR KENOSHA,42.56939682,-87.93546502,KENOSHA,WI
UNITED HOSPITAL SYS ST CATHERINES CAMPUS,42.5645159,-87.92432114,PLEASANT PRAIRIE,WI
GUNDERSEN LUTH MED CTR,43.79458602,-91.24696716,LA CROSSE,WI
MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR,43.80394793,-91.24030403,LA CROSSE,WI
ASPIRUS LANGLADE HOSPITAL,45.14037208,-89.14033759,ANTIGO,WI
ASPIRUS WAUSAU HOSPITAL,44.96584185,-89.66789021,WAUSAU,WI
GOOD SAMARITAN HLTH CTR,45.17563254,-89.68183128,MERRILL,WI
HOLY FAMILY MEMORIAL INC,44.09465466,-87.67649578,MANITOWOC,WI
AURORA MED CTR MANITOWOC CTY,44.12536783,-87.61945613,TWO RIVERS,WI
ST CLARES HOSPITAL OF WESTON INC,44.89018231,-89.58014599,WESTON,WI
BAY AREA MED CTR,45.07196868,-87.61769653,MARINETTE,WI
MAYO CLINIC HEALTH SYSTEM - RED CEDAR INC,44.88298524,-91.90156741,MENOMONIE,WI
WHEATON FRANCISCAN HEALTHCARE- FRANKLIN INC,42.86001258,-87.9540681,FRANKLIN,WI
AURORA ST LUKES MED CTR SOUTH SHORE,42.93633907,-87.85117278,CUDAHY,WI
AURORA ST LUKES MEDICAL CENTER,42.98962623,-87.95021077,MILWAUKEE,WI
FROEDTERT MEM LUTHERAN HSPTL,43.04086156,-88.02461256,MILWAUKEE,WI
SELECT SPEC HOSPITAL ST LUKES CAMPUS,42.98882817,-87.95025177,MILWAUKEE,WI
AURORA SINAI MEDICAL CENTER,43.04249014,-87.9278109,MILWAUKEE,WI
CHILDRENS HSPTL OF WISCONSIN,43.03846932,-88.02422264,MILWAUKEE,WI
COLUMBIA ST MARYS HOSPITAL MILWAUKEE,43.06116329,-87.88009033,MILWAUKEE,WI
WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,42.98565775,-87.93465729,MILWAUKEE,WI
SACRED HEART REHAB INST,43.06081623,-87.88366036,MILWAUKEE,WI
WHEATON FRANCISCAN INC- ST JOSEPH,43.07412025,-87.9760734,MILWAUKEE,WI
AURORA PSYCHIATRIC HSPTL,43.0467651,-88.00771643,WAUWATOSA,WI
AURORA WEST ALLIS MEDICAL CENTER,43.00142505,-88.02347389,WEST ALLIS,WI
ROGERS MEM HOSPITAL MILWAUKEE,43.00146681,-88.05139457,WEST ALLIS,WI
TOMAH MEM HSPTL,43.98400074,-90.51535328,TOMAH,WI
BELLIN HEALTH OCONTO HOSPITAL,44.89638033,-87.86555418,OCONTO,WI
HOWARD YOUNG MED CTR,45.89350427,-89.70253852,WOODRUFF,WI
MINISTRY ST MARYS HOSPITAL,45.63947041,-89.37482659,RHINELANDER,WI
APPLETON MED CTR,44.27846066,-88.3938163,APPLETON,WI
ST. ELIZABETH HOSPITAL,44.24825124,-88.40250968,APPLETON,WI
AURORA MEDICAL CENTER,43.32365209,-87.92817154,GRAFTON,WI
COLUMBIA CENTER,43.25667793,-87.92615796,MEQUON,WI
CHIPPEWA VALLEY HSPTL,44.62050754,-91.96233292,DURAND,WI
RIVER FALLS AREA HSPTL,44.86467508,-92.60272076,RIVER FALLS,WI
AMERY REGIONAL MEDICAL CENTER,45.2968281,-92.36091583,AMERY,WI
ARMC BEHAVIORAL HEALTH CENTER,45.30244842,-92.36616471,AMERY,WI
MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,44.52643184,-89.56709621,STEVENS POINT,WI
ST CROIX REG MED CTR,45.40903243,-92.64257812,SAINT CROIX FALLS,WI
FLAMBEAU HSPTL,45.93031536,-90.44146647,PARK FALLS,WI
AURORA MEMORIAL HSPTL BURLINGTON,42.67282391,-88.28118661,BURLINGTON,WI
WHEAT FRAN HLTHCARE-ALL SAINTS INC,42.71587563,-87.78420337,RACINE,WI
WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,42.73165045,-87.82650281,RACINE,WI
RICHLAND HSPTL,43.33870228,-90.38227434,RICHLAND CENTER,WI
BELOIT HEALTH SYSTEM,42.54829771,-89.00843152,BELOIT,WI
EDGERTON HOSPITAL AND HEALTH SERVICES,42.83471334,-89.04426725,EDGERTON,WI
MERCY HLTH SYS CORP,42.68784591,-89.03319042,JANESVILLE,WI
ST MARYS JANESVILLE HOSPITAL,42.66928844,-88.97688899,JANESVILLE,WI
BALDWIN AREA MED CTR,44.9708939,-92.37410375,BALDWIN,WI
HUDSON HOSPITAL,44.96080968,-92.71761001,HUDSON,WI
WESTFIELDS HOSPITAL,45.11776075,-92.55550038,NEW RICHMOND,WI
REEDSBURG AREA MED CTR,43.54971484,-89.99293864,REEDSBURG,WI
ST. CLARE HOSPITAL,43.48097094,-89.73052407,BARABOO,WI
SHAWANO MED CTR,44.78442718,-88.61640764,SHAWANO,WI
SAUK PRAIRIE MEM HSPTL,43.28285398,-89.72006455,PRAIRIE DU SAC,WI
AURORA SHEBOYGAN MEM MED CTR,43.77338685,-87.70999507,SHEBOYGAN,WI
ST NICHOLAS HOSPITAL,43.7623479,-87.74753796,SHEBOYGAN,WI
HAYWARD AREA MEMORIAL HOSPITAL,46.0347968,-91.48574688,HAYWARD,WI
MEMORIAL HEALTH CENTER CLINICS,45.13508894,-90.35614005,MEDFORD,WI
TRI COUNTY MEM HSPTL,44.36432625,-91.3187495,WHITEHALL,WI
MAYO CLINIC HEALTH SYSTEM-OAKRIDGE INC,44.57796683,-91.21317702,OSSEO,WI
ST JOSEPHS HLTH SVCS,43.64872608,-90.34520407,HILLSBORO,WI
MINISTRY EAGLE RIVER MEM HSPTL,45.92806463,-89.25166119,EAGLE RIVER,WI
VERNON MEM HSPTL,43.55167397,-90.88839128,VIROQUA,WI
AURORA LAKELAND MED CTR,42.66189503,-88.49619199,ELKHORN,WI
SPOONER HEALTH SYS,45.82553588,-91.89626615,SPOONER,WI
MERCY WALWORTH HOSPITAL & MEDICAL CENTER,42.59808729,-88.53951992,LAKE GENEVA,WI
AURORA MED CENTER-WASHINGTON COUNTY,43.31840584,-88.36246156,HARTFORD,WI
WHEATON FRANCISCAN HEALTHCARE - ELMBROOK MEMORIAL,43.0593759,-88.15451943,BROOKFIELD,WI
ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND INC,43.35575884,-88.19509696,WEST BEND,WI
OCONOMOWOC MEM HSPTL,43.10006134,-88.48681374,OCONOMOWOC,WI
COMMUNITY MEMORIAL HSPTL,43.16435276,-88.13760545,MENOMONEE FALLS,WI
ROGERS MEM HSPTL,43.08434245,-88.43592134,OCONOMOWOC,WI
AURORA MEDICAL CENTER,43.06591206,-88.46757865,SUMMIT,WI
WAUKESHA MEMORIAL HOSPITAL,43.01117699,-88.24255095,WAUKESHA,WI
RIVERSIDE MEDICAL CENTER,44.34527676,-89.07661624,WAUPACA,WI
WILD ROSE COM MEM HOSPITAL INC,44.18356053,-89.2460595,WILD ROSE,WI
CHILDRENS HSPTL OF WISCONSIN FOX VALLEY,44.18713506,-88.45444023,NEENAH,WI
THEDA CLARK MED CTR,44.18748956,-88.45338493,NEENAH,WI
AURORA MED CTR OSHKOSH,44.02774678,-88.59521837,OSHKOSH,WI
MERCY MED CTR OF OSHKOSH,44.01242072,-88.60104549,OSHKOSH,WI
MINISTRY SAINT JOSEPHS HOSPITAL,44.6772621,-90.1787418,MARSHFIELD,WI
RIVERVIEW HSPTL ASSOC,44.38175803,-89.82988944,WISCONSIN RAPIDS,WI
MS BAPTIST MEDICAL CENTER,32.3147564,-90.17944559,JACKSON,MS
MS HOSPITAL FOR RESTORATIVE CARE,32.31526259,-90.17903678,JACKSON,MS
REGENCY HOSPITAL OF JACKSON,32.33262603,-90.16406044,JACKSON,MS
ST. DOMINIC-JACKSON MEMORIAL HOSPITAL,32.33256579,-90.16485667,JACKSON,MS
SELECT SPECIALTY HOSPITAL - JACKSON,32.38977004,-90.14337561,JACKSON,MS
MS METHODIST REHABILITATION CENTER,32.32835321,-90.17223839,JACKSON,MS
UNIVERSITY HOSPITAL AND CLINICS - THE UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,32.32947228,-90.17314608,JACKSON,MS
BAPTIST MEDICAL CENTER LEAKE,32.74115039,-89.51884947,CARTHAGE,MS
REGENCY HOSPITAL OF MERIDIAN,32.36806826,-88.69906394,MERIDIAN,MS
ANDERSON REGIONAL MEDICAL CENTER SOUTH,32.36843764,-88.69903542,MERIDIAN,MS
ALLIANCE HEALTH SYSTEM,32.40930168,-88.67599657,MERIDIAN,MS
EAST MS STATE HOSPITAL,32.37605729,-88.72646197,MERIDIAN,MS
ANDERSON REGIONAL MEDICAL CENTER,32.37115474,-88.70007004,MERIDIAN,MS
RUSH FOUNDATION HOSPITAL,32.37003789,-88.69753011,MERIDIAN,MS
THE SPECIALTY HOSPITAL OF MERIDIAN,32.36961231,-88.6972544,MERIDIAN,MS
LAWRENCE COUNTY HOSPITAL,31.55407036,-90.0998427,MONTICELLO,MS
BAPTIST MEMORIAL HOSPITAL - NORTH MS,34.34882029,-89.52019895,OXFORD,MS
SOUTH MS STATE HOSPITAL,31.16660224,-89.42521313,PURVIS,MS
MERIT HEALTH WESLEY,31.32607396,-89.36646237,HATTIESBURG,MS
NORTH OAK REGIONAL MEDICAL CENTER,34.62461973,-89.95627268,SENATOBIA,MS
BAPTIST MEMORIAL HOSPITAL - UNION COUNTY,34.49783221,-89.02806743,NEW ALBANY,MS
NORTH SUNFLOWER MEDICAL CENTER,33.7344354,-90.54545455,RULEVILLE,MS
SOUTH SUNFLOWER COUNTY HOSPITAL,33.45751995,-90.65019353,INDIANOLA,MS
MEDICAL/DENTAL FACILITY AT PARCHMAN,33.91843957,-90.49900793,PARCHMAN,MS
TALLAHATCHIE GENERAL HOSPITAL,34.00405634,-90.05883233,CHARLESTON,MS
NATCHEZ COMMUNITY HOSPITAL,31.52490817,-91.38682399,NATCHEZ,MS
MERIT HEALTH NATCHEZ,31.52748985,-91.3917923,NATCHEZ,MS
MAGNOLIA REGIONAL HEALTH CENTER,34.9353131,-88.55982341,CORINTH,MS
BAPTIST MEDICAL CENTER - ATTALA,33.06586615,-89.59836339,KOSCIUSKO,MS
GREENWOOD LEFLORE HOSPITAL,33.5178092,-90.19915962,GREENWOOD,MS
GREENWOOD AMG SPECIALTY HOSPITAL,33.51774975,-90.1994591,GREENWOOD,MS
BAPTIST MEMORIAL HOSPITAL - GOLDEN TRIANGLE,33.52528491,-88.42782379,COLUMBUS,MS
SINGING RIVER HOSPITAL,30.37639407,-88.53344391,PASCAGOULA,MS
OCEAN SPRINGS HOSPITAL,30.41413522,-88.78071444,OCEAN SPRINGS,MS
HANCOCK MEDICAL CENTER,30.31677449,-89.35433795,BAY ST. LOUIS,MS
MERIT HEALTH BILOXI,30.39593868,-88.88975065,BILOXI,MS
GARDEN PARK MEDICAL CENTER,30.44409012,-89.09343366,GULFPORT,MS
MEMORIAL HOSPITAL AT GULFPORT,30.36767541,-89.11556961,GULFPORT,MS
SELECT SPECIALTY HOSPITAL GULF COAST,30.36996901,-89.11611762,GULFPORT,MS
ALLEGIANCE SPECIALTY HOSPITAL OF GREENVILLE,33.40346563,-91.05089815,GREENVILLE,MS
CHOCTAW REGIONAL MEDICAL CENTER,33.31994427,-89.18268334,ACKERMAN,MS
FIELD MEMORIAL COMMUNITY HOSPITAL,31.08209929,-91.0588784,CENTREVILLE,MS
HIGHLAND COMMUNITY HOSPITAL,30.55006281,-89.66513169,PICAYUNE,MS
METHODIST HEALTH CARE - OLIVE BRANCH HOSPITAL,34.92264456,-89.79202702,OLIVE BRANCH,MS
COMMUNITY HOSPITAL OF ANACONDA,46.13269218,-112.9569287,ANACONDA,MT
FALLON MEDICAL COMPLEX HOSPITAL,46.36595924,-104.2812034,BAKER,MT
PIONEER MEDICAL CENTER - CAH,45.82824546,-109.9520716,BIG TIMBER,MT
BENEFIS TETON MEDICAL CENTER,47.81409763,-112.1927115,CHOTEAU,MT
NORTHERN ROCKIES MEDICAL CENTER,48.62850987,-112.3270235,CUT BANK,MT
DAHL MEMORIAL HEALTHCARE ASSOCIATION,45.88799551,-104.5484938,EKALAKA,MT
MARCUS DALY MEMORIAL HOSPITAL,46.24813858,-114.1720871,HAMILTON,MT
BIG HORN COUNTY MEMORIAL HOSPITAL,45.72891672,-107.6165327,HARDIN,MT
WHEATLAND MEMORIAL HEALTHCARE,46.4373286,-109.8410793,HARLOWTON,MT
LIVINGSTON HEALTHCARE,45.6492691,-110.5692874,LIVINGSTON,MT
PHILLIPS COUNTY HOSPITAL,48.35786599,-107.8594363,MALTA,MT
SHERIDAN MEMORIAL HOSPITAL,48.77918429,-104.563277,PLENTYWOOD,MT
BIG SANDY MEDICAL CENTER,48.17879073,-110.1087565,BIG SANDY,MT
MCCONE COUNTY HEALTH CENTER,47.41884871,-105.5807272,CIRCLE,MT
PONDERA MEDICAL CENTER,48.17448744,-111.9589252,CONRAD,MT
ROOSEVELT MEDICAL CENTER,48.1514501,-104.5146104,CULBERTSON,MT
MINERAL COMMUNITY HOSPITAL,47.18526722,-114.8766482,SUPERIOR,MT
MADISON VALLEY MEDICAL CENTER,45.35174722,-111.732019,ENNIS,MT
ROSEBUD HEALTH CARE CENTER HOSPITAL,46.27168931,-106.6703662,FORSYTH,MT
MISSOURI RIVER MEDICAL CENTER,47.82040447,-110.6722757,FORT BENTON,MT
PRAIRIE COMMUNITY HOSPITAL,46.79113406,-105.3155959,TERRY,MT
FRANCES MAHON DEACONESS HOSPITAL,48.18942204,-106.6352257,GLASGOW,MT
GLENDIVE MEDICAL CENTER,47.11742516,-104.7038336,GLENDIVE,MT
GARFIELD COUNTY HEALTH CENTER,47.31887301,-106.9112553,JORDAN,MT
CENTRAL MONTANA MEDICAL CENTER,47.05859421,-109.443954,LEWISTOWN,MT
BROADWATER HEALTH CENTER,46.32186492,-111.5160033,TOWNSEND,MT
CABINET PEAKS MEDICAL CENTER,48.39154557,-115.547972,LIBBY,MT
HOLY ROSARY HEALTHCARE,46.39532157,-105.8280604,MILES CITY,MT
CLARK FORK VALLEY HOSPITAL,47.46847267,-114.8881884,PLAINS,MT
BEARTOOTH BILLINGS CLINIC,45.2122707,-109.243881,RED LODGE,MT
ST LUKE COMMUNITY HOSPITAL - CAH,47.52867648,-114.1070447,RONAN,MT
ROUNDUP MEMORIAL HEALTHCARE,46.45371666,-108.5457052,ROUNDUP,MT
DANIELS MEMORIAL HOSPITAL,48.78824639,-105.418244,SCOBEY,MT
MARIAS MEDICAL CENTER,48.50952146,-111.8496151,SHELBY,MT
THE RUBY VALLEY HOSPITAL,45.45186115,-112.1916443,SHERIDAN,MT
SIDNEY HEALTH CENTER,47.71508896,-104.1731508,SIDNEY,MT
MOUNTAINVIEW MEDICAL CENTER,46.54787597,-110.9044169,WHITE SULPHUR,MT
TRINITY HOSPITAL,48.10134887,-105.6419084,WOLF POINT,MT
LIBERTY MEDICAL CENTER,48.51007217,-110.9720421,CHESTER,MT
STILLWATER HOSPITAL ASSOCIATION INC,45.64312768,-109.2591458,COLUMBUS,MT
DEER LODGE MEDICAL CENTER,46.41327806,-112.726831,DEER LODGE,MT
GRANITE COUNTY MEDICAL CENTER,46.33007221,-113.2941639,PHILIPSBURG,MT
POPLAR COMMUNITY HOSPITAL,48.11532759,-105.1928975,POPLAR,MT
BILLINGS CLINIC,45.78949695,-108.5134524,BILLINGS,MT
ST VINCENT HEALTH CARE,45.79347525,-108.519431,BILLINGS,MT
BENEFIS HEALTH CARE (EAST CAMPUS),47.49160116,-111.2609676,GREAT FALLS,MT
SHODAIR CHILDRENS HOSPITAL,46.58242897,-111.9888928,HELENA,MT
KALISPELL REGIONAL MEDICAL CENTER,48.21392773,-114.3240192,KALISPELL,MT
BOZEMAN DEACONESS HOSPITAL,45.67010674,-111.0197147,BOZEMAN,MT
ST JAMES HEALTHCARE,46.00851666,-112.5455135,BUTTE,MT
HEALTH CENTER NORTHWEST,48.21516683,-114.3232733,KALISPELL,MT
COMMUNITY MEDICAL CENTER INC,46.84737836,-114.0478795,MISSOULA,MT
ST PATRICK HOSPITAL,46.87591,-113.99991,MISSOULA,MT
CROW HOSPITAL,45.58207982,-107.4488502,CROW AGENCY,MT
BOZEMAN HEALTH BIG SKY MEDICAL CENTER,45.26038213,-111.3009312,BIG SKY,MT
PROVIDENCE ST JOSEPH MEDICAL CENTER,47.68217151,-114.1627049,POLSON,MT
LIVINGSTON HEALTHCARE,45.67515288,-110.5267903,LIVINGSTON,MT
CAROMONT REGIONAL MEDICAL CENTER,35.2726615,-81.13926383,GASTONIA,NC
NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,35.21183819,-80.82416444,CHARLOTTE,NC
NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,35.40644418,-80.8602609,HUNTERSVILLE,NC
NOVANT HEALTH MATTHEWS MEDICAL CENTER,35.11998481,-80.71407841,MATTHEWS,NC
NOVANT HOSPITAL CHARLOTTE ORTHOPEDIC HOSPITAL,35.2107976,-80.82352152,CHARLOTTE,NC
NOVANT HEALTH ROWAN MEDICAL CENTER,35.68126984,-80.47070794,SALISBURY,NC
VIDANT BERTIE HOSPITAL,35.98864755,-76.92824949,WINDSOR,NC
CAPE FEAR VALLEY - BLADEN COUNTY HOSPITAL,34.62243393,-78.60800449,ELIZABETHTOWN,NC
VIDANT BEAUFORT HOSPITAL,35.54922191,-77.03783805,WASHINGTON,NC
"VALDESE GENERAL HOSPITAL, INC.",35.74812386,-81.52341992,VALDESE,NC
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,35.87988512,-80.11147956,THOMASVILLE,NC
SENTARA ALBEMARLE MEDICAL CENTER,36.32359631,-76.21793333,ELIZABETH CITY,NC
VIDANT CHOWAN HOSPITAL,36.06997928,-76.61120353,EDENTON,NC
CAROLINAS HEALTHCARE SYSTEM CLEVELAND,35.30290424,-81.53639421,SHELBY,NC
CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,35.24156054,-81.35705796,KINGS MOUNTAIN,NC
NEW HANOVER REGIONAL MEDICAL CENTER ORTHOPEDIC HOSPITAL,34.21265039,-77.86266882,WILMINGTON,NC
VIDANT DUPLIN HOSPITAL,34.96527968,-77.96191331,KENANSVILLE,NC
DUKE UNIVERSITY HOSPITAL,36.0070498,-78.93775811,DURHAM,NC
DUKE REGIONAL HOSPITAL,36.03679359,-78.90025454,DURHAM,NC
VIDANTE EDGECOMBE HOSPITAL,35.92103141,-77.55591562,TARBORO,NC
NOVANT HEALTH MEDICAL PARK HOSPITAL,36.07894515,-80.29619446,WINSTON SALEM,NC
NORTH CAROLINA BAPTIST HOSPITAL,36.08964961,-80.26817483,WINSTON SALEM,NC
NOVANT HEALTH FORSYTH MEDICAL CENTER,36.07555041,-80.29728716,WINSTON SALEM,NC
FRANKLIN REGIONAL MEDICAL CENTER,36.11230617,-78.29353379,LOUISBURG,NC
